,Name,State,Latitude,Longitude,Elevation,Mean temp winter,Mean temp spring,Mean temp summer,Mean temp autumn,Min temp winter,Max temp winter,Min temp spring,Max temp spring,Min temp summer,Max temp summer,Min temp autumn,Max temp autumn,Mean dew point winter,Mean dew point spring,Mean dew point summer,Mean dew point autumn,Mean sea level pressure winter,Mean sea level pressure spring,Mean sea level pressure summer,Mean sea level pressure autumn,Mean clouds clear percentage winter,Mean clouds clear percentage spring,Mean clouds clear percentage summer,Mean clouds clear percentage autumn,Mean clouds few percentage winter,Mean clouds few percentage spring,Mean clouds few percentage summer,Mean clouds few percentage autumn,Mean clouds scattered percentage winter,Mean clouds scattered percentage spring,Mean clouds scattered percentage summer,Mean clouds scattered percentage autumn,Mean clouds broken percentage winter,Mean clouds broken percentage spring,Mean clouds broken percentage summer,Mean clouds broken percentage autumn,Mean clouds overcast percentage winter,Mean clouds overcast percentage spring,Mean clouds overcast percentage summer,Mean clouds overcast percentage autumn,Heat index mean winter,Heat index mean summer,Heat index mean autumn,Wind chill mean winter,Wind chill mean spring,Wind chill mean summer,Wind chill mean autumn,Average wind speed winter,Average wind speed spring,Average wind speed summer,Average wind speed autumn,Percentage calm winter,Percentage calm spring,Percentage calm summer,Percentage calm autumn,Mean wind vector direction winter,Mean wind vector direction spring,Mean wind vector direction summer,Mean wind vector direction autumn,Mean wind vector magnitude winter,Mean wind vector magnitude spring,Mean wind vector magnitude summer,Mean wind vector magnitude autumn,Prevailing wind direction winter,Prevailing wind direction spring,Prevailing wind direction summer,Prevailing wind direction autumn,Prevailing wind percentage winter,Prevailing wind percentage spring,Prevailing wind percentage summer,Prevailing wind percentage autumn,Secondary wind direction winter,Secondary wind direction spring,Secondary wind direction summer,Secondary wind direction autumn,Secondary wind percentage winter,Secondary wind percentage spring,Secondary wind percentage summer,Secondary wind percentage autumn
195,WILMINGTON NEW CASTLE CO AP, DE,39.6728,-75.6008,24.1,36.81708471367724,60.52127659574468,75.40805794477139,50.90846981750117,28.4,52.7,38.3,81.5,60.0,86.0,34.0,75.2,24.81599621391387,47.533001358080575,64.24246265278406,40.80276087973795,1018.7038334122102,1015.8675418741508,1015.9382526029876,1019.0258773982216,-7112.355040227165,-7146.796740606609,-1585.4058850158442,-7242.772484791764,-7129.766303833412,-7163.1128112268,-1633.783793571752,-7260.193869911091,-7130.197633696165,-7163.56545948393,-1636.8295608872795,-7260.719045390734,-7129.988831045906,-7163.99348121322,-1639.050339520145,-7260.755124005615,-7125.6490298154295,-7161.304119511091,-1636.931779085559,-7257.143893308376,36.81708471367724,76.82612041647805,50.90856340664482,31.044060577378133,59.40027161611589,75.39904934359438,48.60107627515208,9.445716990061523,8.859031235853326,7.017564508827523,8.106925596630791,10.222811168954092,8.232277048438206,11.189271163422362,12.532615816565276,298.59725508755326,246.81077410593028,223.13490267089185,275.7641553579785,4.511216280170374,2.131824354911725,2.037301946582164,2.877211043518952,8.0,8.0,8.0,8.0,6.766209181258874,5.20597555454957,5.124490719782707,5.933083762283575,24.0,18.6,21.3,22.3,26.70515854235684,20.48026256224536,20.45572657311,22.53879270004679
196,ELIZABETH CITY CGAS, NC,36.2606,-76.175,4.0,45.82574538570753,66.05554549569942,78.23589859665007,57.65081890500703,37.4,60.4,46.1,84.8,66.9,87.4,42.3,78.4,34.79692380501656,55.014350384789495,69.681982797646,48.80243331773514,1019.2896355892096,1016.2502489814394,1016.119556360344,1018.9116518483856,-4756.631992427827,-1919.0168401991853,-2113.724173834314,-5540.850397753861,-4791.339233317558,-1966.5416478044365,-2158.957944771389,-5570.1875526438935,-4791.856838618079,-1968.3300135808056,-2161.8753734721595,-5570.7515208235845,-4791.727401798391,-1969.3695789950204,-2164.0834314169306,-5571.015021057558,-4784.651254141031,-1964.21521050249,-2163.9691263014943,-5566.312072999533,45.82574538570753,81.46808510638297,57.78507253158634,42.13715097018457,65.53734721593482,78.23381620642824,56.39742629854936,9.66417415996214,9.668401991851516,7.731371661385242,8.584838558727187,7.725934690014197,5.958397464916252,10.642824807605251,10.955357978474495,287.9952673923332,217.0873698506112,176.10095065640562,259.78380907814693,2.8505915759583527,2.187913082842916,2.8269352648257127,2.6407580720636408,1.0,6.0,6.0,1.0,4.937056318031235,4.273879583521956,4.460389316432775,4.29012634534394,17.8,21.3,22.9,17.9,18.84212020823474,25.232367587143504,27.79542779538253,20.40135704258305
197,BELLEVILLE SIU RSCH, IL,38.52,-89.8467,137.2,35.84079507808802,63.13793571751925,75.63277501131735,49.04061768834816,26.5,56.2,41.5,85.7,58.7,87.7,30.1,78.4,27.023237103644107,52.50235400633771,66.59040289723858,40.11137108095461,1019.943350686228,1014.6391127206882,1015.6584880036216,1018.962611137108,-9404.38665404638,-3503.2276595744684,-141.99139882299684,-5242.324426766496,-9406.891812588736,-3531.0616115889543,-189.9846084200996,-5269.2449227889565,-9407.025366777096,-3532.8190583974647,-194.0079674060661,-5269.797473093122,-9406.99204921912,-3534.0331371661387,-196.74920778632867,-5270.052550304165,-9406.205016564129,-3532.808465368945,-197.76057039384327,-5267.423724847918,35.84079507808802,77.97152557718424,49.04833879270005,30.65840037860861,62.42933454051607,75.62879130828429,46.81759475900795,8.216232844297208,7.241783612494341,4.629244001810774,6.727468413664014,14.445385707524846,19.534993209597104,33.174422815753736,23.14333177351428,276.5726455276858,213.43458578542328,199.8682661837936,250.9007955077211,2.2809275911026976,1.5784065187867813,0.8312358533272974,1.6635470285446887,8.0,5.0,5.0,5.0,4.5925224798864175,5.514259846084201,4.699864191942055,6.31399157697707,18.8,13.7,11.1,18.3,19.89100804543304,17.865595291987326,15.05282933454052,19.081188582124472
198,FT CAMPBELL AAF, KY,36.6667,-87.4833,173.1,40.90809275911026,65.33544590312358,76.78116794929832,52.50510060832943,31.8,59.2,44.8,85.1,61.4,87.1,35.3,79.4,31.19810695693328,54.353100950656405,67.16754187415118,42.44174075807207,1020.3520113582584,1015.5711634223632,1016.1089180624716,1019.5496490407112,-9680.50099384761,-1344.810547759167,-121.06645540968766,-5097.478848853532,-9681.577662091811,-1377.2633770937075,-160.30529651425985,-5123.216892840431,-9681.650970184572,-1379.759574468085,-164.34142145767314,-5124.583200748713,-9681.630052058685,-1380.5230421004976,-167.19601629696697,-5124.679737950398,-9681.20454330336,-1379.691760977818,-171.51910366681756,-5122.188816097333,40.90809275911026,79.05767315527389,52.51408516612073,37.08542356838618,64.87234042553192,76.77971933001359,51.0025269068788,7.920397539044013,7.184517881394296,5.310593028519691,6.250678521291531,13.289635589209654,16.842824807605254,24.527071072883658,21.8987365465606,231.1273071462376,204.8804889090086,192.50973291081937,202.57229761347685,2.1979176526265976,2.777546401086465,1.691896785875962,1.7054281703322411,5.0,6.0,6.0,5.0,5.704685281590156,5.242191036668175,4.686736079674061,4.950397753860552,16.7,17.5,19.0,18.6,16.92967345007099,21.611724762335896,21.05504753282028,16.514880673841837
199,GODMAN AFBU FT KNOX, KY,37.9,-85.9667,224.0,37.90610506389021,63.168039837030335,74.80520597555456,50.183809078146936,29.1,56.4,42.3,83.7,60.0,85.3,33.4,77.2,28.998438239469948,52.06206428248076,66.06853779990948,41.157604117922325,1019.7507335541884,1015.3953372566772,1016.1139882299682,1019.3092185306504,-9960.976526265971,-7001.708963331824,-2002.0789497510184,-8233.866682264857,-9961.11391386654,-7012.251109099139,-2030.708103214124,-8242.912821712682,-9961.106436346428,-7011.899683114531,-2028.9908103214125,-8242.759756668225,-9961.103786086134,-7011.804345857855,-2031.8555454956995,-8242.651754796441,-9961.035447231425,-7012.745178813942,-2034.0026708918065,-8242.156481048198,37.90610506389021,76.69139882299685,50.18694431445952,33.268575485092285,62.53444997736533,74.80221819827976,48.2962096396818,8.093043066729768,7.01896785875962,4.923268447261204,6.40416471689284,11.369616658778988,17.103576278859215,27.063920325939343,21.37009826860084,238.84855655466163,208.9502037120869,199.14486192847443,223.1300889096865,2.8331282536677707,2.167043911272069,1.3215482118605704,1.9252222742161909,7.0,5.0,6.0,5.0,5.758637008991955,5.513807152557718,4.772747849705749,5.715021057557324,18.5,15.6,13.3,15.6,19.315049692380505,19.17378904481665,17.766908103214128,17.260973327094057
200,LAWRENCEVILLE INTL AP, IL,38.7642,-87.6056,130.8,35.673828679602465,63.49438660027162,75.32815753734722,49.21230697239121,27.2,55.3,41.1,85.6,58.8,86.8,30.7,78.9,26.629200189304303,50.81860570393843,64.753282028067,39.14127281235376,1020.0160908660672,1014.9676776822092,1015.7889542779536,1019.1204492278896,-9860.91263606247,-6084.309099139883,-821.5645088275238,-7270.169630322883,-9861.69460482726,-6107.2607062019015,-877.4300135808058,-7288.330603649976,-9861.710743019405,-6108.238433680398,-880.6800814848348,-7288.787786616753,-9861.707761476571,-6108.683023992758,-883.3620642824809,-7288.869396350024,-9861.442167534313,-6106.382797645993,-881.7907650520597,-7286.075245671503,35.673828679602465,77.0244907197827,49.21254094525035,29.42200662565073,62.62299683114532,75.31054775916705,46.45264389330838,10.127969711310932,8.952150294250792,5.840334993209597,8.385540477304632,6.289398958826314,10.135943866002716,18.892032593933905,11.593823116518484,263.1187884524373,202.39837030330463,181.9013128112268,233.5638745905475,2.5961192617132043,2.0602987777274784,1.1789497510185605,1.897660271408517,5.0,5.0,5.0,5.0,5.935636535731188,4.901312811226799,4.092349479402444,6.820308844174076,19.1,19.0,18.9,22.0,20.459062943681968,21.07885921231326,19.173970122227253,22.417407580720635
201,LOUISVILLE BOWMAN FLD, KY,38.2281,-85.6636,164.6,38.96204448651207,64.73417836124943,76.91724762335899,51.53308376228357,30.5,56.7,43.3,84.9,61.9,86.7,34.7,78.5,27.37032654992901,50.42367587143504,64.46337709370756,40.122695367337386,1020.0114055844772,1015.3757808963333,1015.9693073789044,1019.398923724848,-9979.960766682443,-4540.157401539159,-901.808510638298,-6747.452971455311,-9980.05967818268,-4571.130647351743,-954.2253508374828,-6768.629574169397,-9980.064079507809,-4572.387279311906,-957.0633770937076,-6769.0857744501645,-9980.062565073356,-4573.368854685378,-959.3551380715256,-6769.158633598503,-9980.02101277804,-4570.094884563151,-957.8933906745134,-6765.874216190921,38.96204448651207,78.48945224083296,51.53369209171736,34.87998106956933,64.2181077410593,76.91036668175646,49.93509592887224,7.074254614292475,6.026392032593933,4.358080579447714,5.387037903603181,15.760435399905347,22.5246717971933,31.801765504753284,28.01160505381376,260.27638428774253,224.5717519239475,206.3164327750113,242.57136172204025,2.6088499763369617,1.8009506564056132,1.1650067904028971,1.7154422087037902,5.0,5.0,5.0,5.0,6.145764316138192,5.311000452693526,4.954730647351743,6.017781937295274,16.5,16.3,10.9,13.5,17.79654519640322,18.35323675871436,16.01244907197827,16.64604585868039
202,BILOXI KEESLER AFB, MS,30.4167,-88.9167,7.9,55.596971131093234,73.67342688999547,81.89062924400181,64.32101076275153,46.0,70.2,58.5,88.1,72.3,88.8,49.3,84.9,47.42602934216753,64.38107741059304,73.29986419194206,55.48479176415536,1020.5329389493612,1016.1404708012676,1015.7562698053416,1018.8388862891904,-8295.086275437767,-2794.6352648257134,-743.9612947034857,-4099.207721104352,-8303.374254614293,-2821.874920778633,-780.9014486192848,-4135.428591483387,-8303.46010411737,-2823.8818922589408,-784.7914893617022,-4136.673373888629,-8303.225082820634,-2826.710819375284,-788.5223630602082,-4137.197613476837,-8302.392285849503,-2829.126527840652,-793.0947487550928,-4137.432522227422,55.596971131093234,87.64232684472613,64.86457650912494,54.29749171793659,73.62639203259394,81.88886373924854,63.7626111371081,8.066919072408899,8.037166138524219,6.244590312358533,7.1753392606457655,11.599006152389965,12.177591670439112,20.59144409234948,13.900655124005617,89.39943208707999,161.30964237211407,150.74694431869625,67.29059429106223,2.1769048745858965,3.747668628338615,3.0347215934812133,2.66335985025737,2.0,5.0,6.0,2.0,2.8196876478939896,4.582163875056587,4.244454504300588,2.240992044922789,22.3,21.5,20.7,24.2,21.749219119734978,26.74449977365324,28.52901765504753,26.437154890032755
203,SAVANNAH HUNTER FLD, GA,32.0167,-81.1333,17.1,54.15840037860861,71.61588954277954,80.71783612494342,62.8137108095461,43.4,70.8,53.5,89.0,70.2,90.1,47.3,83.4,44.109086606720304,61.35939339067451,72.66224535989136,54.53219466541881,1019.9587789872216,1016.3231326392032,1015.8965142598464,1018.5216190921852,-2345.4890203502127,-179.94744228157538,-425.2114984155726,-2954.047168928404,-2381.690298154283,-220.48691715708463,-452.5230873698506,-2992.066261113711,-2383.199384761004,-223.75667722951565,-455.3496152105025,-2993.3663547028546,-2382.320965451964,-225.88315980081484,-458.2643730194658,-2994.100889096865,-2379.841126360625,-229.16233589859664,-467.13010411951103,-2992.578568086102,54.15840037860861,85.44517881394296,63.21857744501639,52.94940842404165,71.54490719782707,80.71770031688548,62.3690687880206,6.701751064836725,6.6487550928021735,5.586192847442282,5.685353299017314,19.735873166114526,19.88909008601177,23.25192394748755,24.682545624707533,265.1287269285376,203.5310095065641,183.06382978723408,207.3036967711745,1.97520113582584,2.175237664101404,2.6378904481665915,1.802994852597099,7.0,7.0,6.0,2.0,5.690960719356365,5.309189678587596,4.831598008148483,4.1881141787552645,16.7,19.6,25.6,15.8,18.802934216753435,22.05491172476233,25.62779538252603,19.22915301824988
204,SMYRNA AP, TN,36.0089,-86.52,165.5,43.00392806436346,66.25454956994115,78.0874151199638,53.25386055217595,33.3,63.0,45.6,88.4,61.8,90.3,35.9,82.0,32.64732607666824,54.34911724762336,67.26822091444092,43.51385119326159,233.1541410317085,1014.562698053418,1014.4482118605704,1019.276415535798,-9832.516611452911,-3176.95504753282,-978.9065187867814,-6649.563827795976,-9833.197775674396,-3209.358940697148,-1017.9162969669534,-6669.41151146467,-9833.224751538097,-3210.5955636034405,-1018.6294250792216,-6669.825549836219,-9833.231045906294,-3213.4533272974195,-1026.5110457220462,-6670.271923256902,-9833.050023663038,-3213.468085106383,-1028.5448619284746,-6668.851333645297,43.00392806436346,80.31240380262561,53.27159569489939,39.44197823000473,65.68243549117247,77.89574468085107,52.02709405708937,7.020397539044013,5.933816206428249,4.565685830692622,5.36906878802059,23.98277330809276,27.79189678587596,33.164961521050245,34.029246607393546,287.9247515380975,232.5201448619285,195.8469895880489,272.4670098268601,1.6968291528632278,1.5379809868718877,1.1866455409687642,1.087178287318671,5.0,5.0,1.0,5.0,3.6299100804543305,3.8297872340425534,4.451788139429606,3.5722976134768367,17.5,17.7,12.1,14.3,19.24817794604828,18.913716613852426,16.530737890448165,16.844595226953675
205,FT BENNING LAWSON FLD, GA,32.35,-85.0,88.1,50.0408424041647,68.90982344952467,78.88275237664101,58.20313523631258,37.4,71.8,48.0,89.9,65.2,91.3,41.2,84.9,40.39583530525319,58.80045269352649,70.78469895880488,49.86780533458119,1020.6669663984854,1016.4860117700316,1016.111996378452,1019.3751520823586,-4921.660814008519,-1187.6698958804889,-876.110049796288,-3838.168647636874,-4945.262896355892,-1223.1314169307375,-909.3147125396108,-3873.446560598971,-4946.18949361098,-1225.5199637845178,-911.1065187867816,-3874.369255966308,-4944.593279697112,-1226.5234495246716,-912.5755092802171,-3874.676462330369,-4940.859820160908,-1228.164870982345,-917.1388411045722,-3872.544080486664,50.0408424041647,82.46292440018108,58.3842302292934,48.74088973024136,68.80977818017203,78.88239022181983,57.71483387927001,5.200567912920018,4.449660479855138,3.449479402444545,4.053065044454844,34.724420255560815,39.55848800362155,45.75110909913989,44.073327094057085,287.2820634169427,197.8727931190584,151.54096876414667,231.20028076743097,1.3956460009465217,0.9789497510185604,0.9317790855590764,1.1509124941506783,8.0,4.0,4.0,8.0,5.195929957406531,5.818017202354007,4.812584880036216,4.5760411792232105,15.0,17.1,13.7,8.6,17.69540937056318,14.277274784970574,13.597555454956996,14.06204960224614
206,HATTIESBURG CHAIN MUNI AP, MS,31.2819,-89.2531,46.0,53.04420255560814,71.39266636487098,80.26333182435492,60.595741693963504,41.4,72.3,52.9,89.8,67.9,90.9,44.5,85.4,42.91528632276384,60.18392937980986,70.77831598008147,51.30697239120262,1020.6291528632275,1015.9999547306476,1015.7337709370756,1019.1685072531584,-8684.376762896354,-2777.037799909461,-82.86976007243098,-4294.916799251287,-8692.05399905348,-2815.4110004526938,-136.02077863286553,-4333.509358914366,-8692.375769048745,-2818.166183793572,-140.7438207333635,-4334.649836218999,-8692.387316611452,-2820.828972385695,-144.42145767315526,-4335.337014506317,-8690.399384761002,-2819.42666364871,-144.3091896785876,-4332.082966775854,53.04420255560814,83.82340425531916,60.82494150678521,51.96370089919546,71.33132639203258,80.25667722951562,60.174450163781,5.890818741126361,5.19583521955636,3.677999094612948,4.27608797379504,27.95485092285849,31.7260751471254,40.72258940697149,40.70584932147871,242.4150496923805,177.48664554096877,178.8415572657311,187.8189050070192,0.9714623757690488,1.499320959710276,1.0430058850158443,0.8319138979878336,1.0,5.0,5.0,1.0,4.416942735447232,4.653236758714351,4.935717519239475,4.385587271876462,14.1,14.7,6.9,9.6,17.65982016090866,19.35971027614305,13.767587143503848,14.84370613008891
207,AUGUSTA DANIEL FLD AP, GA,33.4669,-82.0386,128.9,51.85911026975864,71.32928927116342,80.88759619737436,60.87721104351895,41.0,69.3,51.5,89.7,68.5,90.8,44.6,82.9,36.50861334595362,54.93277501131734,67.67872340425532,47.28320074871315,1020.0682915286322,1016.379176097782,1016.1425079221366,1019.2558259241928,-4404.331329862754,-609.9677682209144,-1204.4997736532368,-3658.85624707534,-4439.707619498343,-664.8440923494794,-1250.603214124038,-3701.443940102949,-4441.481732134405,-667.6658669081032,-1254.8067451335444,-3702.949415067852,-4441.3421202082345,-669.6237211407876,-1258.368085106383,-3703.555685540478,-4434.949313771888,-666.8752829334541,-1258.7957446808512,-3699.057463734207,51.85911026975864,83.29361702127659,60.9395882077679,50.13610979649787,71.17329108193752,80.8748755092802,60.19911090313524,6.221249408424042,6.166455409687642,5.162516976007243,5.589190453907346,14.778608613345954,12.659302851969215,17.880579447713895,18.952831071595693,278.3445338381448,178.10457220461748,137.4101403349932,126.46981750116989,1.3936109796497869,1.216523313716614,1.6285196921684018,1.8008423022929338,7.0,4.0,4.0,2.0,6.022716516800757,5.2494341330918965,4.1272068809416025,3.5437529246607395,15.0,16.4,22.2,15.3,16.69086606720303,19.92906292440018,19.856813037573563,18.17585400093589
208,MOBILE DWTN AP, AL,30.6264,-88.0681,7.9,54.94287742546143,72.8325486645541,81.65631507469443,63.74211511464672,45.1,70.9,56.7,88.5,72.6,89.4,48.6,85.3,45.636204448651206,63.11167949298326,73.08886373924854,54.28502573701451,1020.9149550402273,1016.5396106835672,1016.1352195563602,1019.2031820308844,-7851.8026975863695,-1342.189814395654,-172.09094612947035,-3097.730510060833,-7863.346521533364,-1377.8190131281124,-205.9038478949751,-3137.8074871314925,-7863.194462849029,-1374.1485287460391,-200.1040742417384,-3137.3211979410385,-7863.355418835779,-1383.190267089181,-214.019692168402,-3140.4734674777724,-7860.994841457644,-1384.699502037121,-219.0863739248529,-3139.516518483856,54.94287742546143,87.06355817111815,64.22714085166122,53.45929957406531,72.7685830692621,81.65070167496604,63.09288722508189,7.654898248935163,7.138524219103667,5.527478497057492,7.080299485259709,12.233033601514435,13.536215482118608,20.64667270258036,12.502292934019655,190.158069096072,130.72385694884562,150.41421457673155,117.97800655124006,2.1320397539044014,2.609823449524672,2.331598008148484,2.846139447824053,1.0,4.0,8.0,8.0,4.0236630383341225,4.258035310095066,4.645540968764147,2.802526906878802,22.4,18.4,19.3,25.3,23.848840511121622,27.20688094160253,23.924038026256223,26.11483387927
209,DOTHAN RGNL AP, AL,31.3214,-85.4497,112.8,53.87553241836252,72.19420552286103,80.20217292892711,61.78273280299484,43.0,72.5,53.5,90.1,68.4,90.3,46.3,84.9,42.69361097964979,58.63051154368493,70.53703033046628,51.40542817033224,1021.3785612872696,1017.21077410593,1016.8534631054778,1019.8292466073937,-5724.665120681497,-1389.3165233137167,-389.9896785875962,-3333.1819372952737,-5752.226265972551,-1440.094975101856,-440.3842009959257,-3378.9230697239127,-5752.380785612872,-1441.017157084654,-442.0739248528746,-3379.4009358914363,-5752.232181732134,-1444.0540968764146,-447.4347215934812,-3380.4414131960693,-5747.425414103172,-1442.3722951561797,-447.8867813490267,-3376.431352363126,53.87553241836252,83.52553191489363,61.9813757604118,52.27221959299575,72.09035762788592,80.1952919873246,61.06705662143191,7.860955986748698,7.095880488909009,5.404255319148936,6.522976134768366,10.192759110269758,12.075373472159349,17.756179266636483,14.080533458118856,255.0317084713677,213.46536894522407,181.76731552738795,98.20449227889564,1.4492191197349742,1.461973743775464,1.770303304662743,1.948479176415536,8.0,6.0,6.0,8.0,4.577378135352579,5.855138071525577,4.958804889090086,3.164248947122134,17.7,14.9,16.0,18.8,19.15750118315192,19.956405613399728,22.47894975101856,19.74904071127749
210,WRIGHT PATTERSON AFB, OH,39.8333,-84.05,250.9,33.032181732134404,59.87569035762788,72.80276143051154,47.091483387927,24.6,51.4,37.4,80.9,57.0,83.7,29.6,75.0,24.67927117841931,48.158895427795386,62.52716161158895,37.946700982686,1019.39914813062,1015.5284744228156,1016.3910366681756,1019.103041647169,-9994.246284902982,-9493.9863286555,-3832.6445903123576,-8917.136172204024,-9994.264174159962,-9495.94155726573,-3850.813807152557,-8921.67519887693,-9994.262849029814,-9496.04327750113,-3852.607786328656,-8921.775526438934,-9994.263132986276,-9496.015934812134,-3852.913988229968,-8921.652129153019,-9994.255513487931,-9495.790493435945,-3855.083340878226,-8921.16237716425,33.032181732134404,73.76912630149388,47.091483387927,26.91878845243729,58.81856043458579,72.79674060660932,44.3761815629387,8.932039753904402,7.67894975101856,5.494114984155726,7.362938699110903,12.3329389493611,18.858940697148032,27.960072430964235,20.77094057089377,247.57075248461905,232.8315980081485,214.50067904028973,237.21993448759943,3.865262659725509,2.050565866908104,1.5271616115889544,2.8759475900795506,6.0,6.0,6.0,6.0,6.230951254141032,5.168854685377999,4.673607967406066,5.656995788488535,20.5,13.1,10.5,17.9,20.852058684335063,18.539882299683114,18.056767768220915,18.950959288722512
211,CINCINNATI, OH,39.4203,-83.8217,321.9,33.055324183625174,59.61421457673156,71.63902218198281,47.04964904071127,25.0,50.9,37.8,80.3,56.2,82.5,30.1,74.6,25.269805963085656,47.89778180172024,62.32630149388863,38.02087037903603,1020.6069096071936,1015.7483476686282,1016.1478044363964,1019.8444080486664,-9951.40241362991,-5720.463693979175,-1379.979538252603,-8001.326532522227,-9951.653762423097,-5744.225260298777,-1429.609778180172,-8013.888488535331,-9951.656128726929,-5745.364689904935,-1432.843322770484,-8014.177678989236,-9951.650354945574,-5746.467541874151,-1435.3856496152105,-8014.202152550304,-9951.557501183152,-5744.137845178814,-1433.686011770032,-8012.10921853065,33.055324183625174,72.52775011317338,47.04964904071127,26.101514434453385,58.32716161158895,71.61611588954278,43.8140383715489,10.176100331282536,8.743911272068809,5.968266183793572,8.450070191857746,5.35740653099858,9.111996378451789,18.89271163422363,10.254281703322416,248.5243729294841,228.63693979176097,207.81982797645995,228.2484791764156,4.243634642688121,2.6134449977365324,1.7710728836577638,3.2460926532522225,7.0,6.0,6.0,6.0,5.867960246095599,5.404708012675418,4.840651878678135,5.891904539073468,20.7,16.1,19.6,19.5,21.78277330809276,20.94703485740154,20.57301946582164,21.151146467009827
212,TYNDALL AFB, FL,30.0667,-85.5833,7.0,56.48343587316612,72.39126301493889,81.11421457673154,64.98825456247076,47.2,70.5,57.2,86.7,72.4,87.0,51.1,84.4,48.1610979649787,64.95129017655047,74.56672702580353,56.74950865699578,900.7100331282537,1016.6537347215937,1016.0588954277952,1018.6628919045392,-6524.69162328443,-2371.3894975101857,-202.58465368945224,-2852.530135704258,-6540.625745385707,-2405.0954730647354,-240.6905839746492,-2893.36930276088,-6541.265499290109,-2408.1194205522866,-244.44268899954733,-2894.907861488068,-6541.158873639375,-2411.209325486646,-249.5591217745586,-2896.558680393074,-6540.420350212967,-2414.067994567678,-255.34993209597104,-2896.515395414132,56.48343587316612,87.22675418741511,65.62990173139914,55.39744439185991,72.35699411498415,81.11349026708919,64.57557323350491,8.234264079507808,7.970439112720689,6.552919873245813,6.9978474496958345,13.039233317557976,14.197419646899048,17.48361249434133,15.413804398689754,107.09039280643634,175.40334993209598,198.4495246717972,87.70285446888161,2.010884997633696,3.2776369397917606,2.939429606156632,2.5626579316799254,1.0,3.0,6.0,2.0,3.2659725508755324,4.538252602987777,5.161611588954278,2.6860084230229293,19.3,18.8,18.2,19.7,20.435636535731188,23.958306926210952,26.06337709370756,23.5719232569022
213,SUMTER SHAW AFB, SC,33.9667,-80.4667,74.1,49.24415522953147,69.27858759619738,79.34889090086013,58.343893308376224,37.7,68.1,48.2,88.4,66.0,90.6,41.8,82.0,36.7239943208708,56.08949751018561,69.20982344952468,47.93593823116519,1019.7206341694274,1016.1861023087372,1016.0038931643278,1019.0110903135236,-5676.218883104591,-2396.6588954277954,-3145.820914440924,-5203.36598034628,-5698.977851396119,-2430.137075599819,-3172.0271163422367,-5232.13196069256,-5699.38566019877,-2431.5853779990944,-3172.109280217293,-5232.556059897052,-5698.72498816848,-2432.694341330919,-3175.0754640108644,-5232.699625643426,-5694.830099384761,-2432.1963784517875,-3177.375916704392,-5230.555545156762,49.24415522953147,82.2776822091444,58.442583060365,47.25300520586843,69.0691263014939,79.34834766862834,57.50327562002808,7.050922858495031,7.137573562698054,5.913535536441829,6.173561066916237,19.82853762423096,15.974241738343144,19.632910819375283,24.436499766027143,271.320397539044,226.4676324128565,152.4599366229063,177.3242863827796,1.8001419782300043,2.0349932095971024,2.23766410140335,1.7736078614880677,2.0,6.0,6.0,2.0,5.700425934690014,4.928927116342236,4.511996378451788,3.5779129620963968,19.4,22.7,26.2,24.1,19.156933270231896,22.753644182888188,27.446401086464466,24.52929340196537
214,VALDOSTA MOODY AFB, GA,30.9667,-83.2,73.2,54.89716043539991,71.99062924400181,79.97265731100046,62.90491343004211,43.5,73.5,53.0,89.2,68.7,89.9,47.6,84.7,-340.59427354472314,59.98148483476687,71.74730647351743,53.84478240524099,843.1812588736394,1016.6177908555908,1016.178768673608,1018.7815161441272,-7567.041079034549,-4319.351063829788,-3474.219239474876,-6301.967805334581,-7578.08977756744,-4346.839067451336,-3502.0959710276143,-6322.025035095929,-7578.547846663511,-4348.4639203259385,-3504.4815301041194,-6322.66087973795,-7578.499668717463,-4350.363829787234,-3507.176550475328,-6323.5183902667295,-7578.035447231426,-4350.915391579901,-3509.910276143052,-6323.063827795977,-330.1778040700426,83.82956088727931,63.232428638277966,53.737434926644575,71.92299683114531,79.97202354006338,62.44702854468881,6.662517747278751,6.050701674966048,4.9324128564961525,5.690641085634067,19.269332702318977,20.59162516976007,25.088954277953825,23.8167056621432,277.8225272124941,199.2322317790856,165.03712086917156,100.60739354234909,1.4882631329862754,1.3483023992756904,1.8465368945224083,1.8148806738418344,8.0,6.0,6.0,2.0,5.148130619971604,5.133997283838841,4.698506111362607,2.9976602714085168,14.4,16.6,20.5,16.6,16.328253667770944,16.66025350837483,21.14178361249434,21.07080018717829
